address_id,house_number,street,zip_code,city,state
670868069,42710,Farragut,92132,San Diego,CA
281025350,35335,Pierstorff,27658,Raleigh,NC
279250757,4382,Service,30610,Athens,GA
126291124,7157,Mariners Cove,31217,Macon,GA
827435113,92,Morning,30605,Athens,GA
220222970,66,Iowa,36119,Montgomery,AL
577246971,4809,Ridgeview,87121,Albuquerque,NM
467461524,5,Farwell,25313,Charleston,WV
213748102,2,Eggendart,33487,Boca Raton,FL
155146584,9188,Susan,55123,Saint Paul,MN
951139305,50713,Dottie,97206,Portland,OR
157559784,860,Summerview,98464,Tacoma,WA
774071651,59,Summit,91205,Glendale,CA
112936154,784,Clarendon,70005,Metairie,LA
584319727,8,Becker,95054,Santa Clara,CA
759074064,39,Washington,85383,Peoria,AZ
383107437,613,Harper,91505,Burbank,CA
619276772,5,Norway Maple,89178,Las Vegas,NV
657078064,1,Caliangt,85305,Glendale,AZ
854007947,170,Luster,80910,Colorado Springs,CO
784152983,6,Arkansas,78732,Austin,TX
347306635,9,Kedzie,79410,Lubbock,TX
114403270,51,Acker,33245,Miami,FL
390625886,3,Leroy,29203,Columbia,SC
426413316,247,Burrows,78405,Corpus Christi,TX
148022490,6064,Hooker,21282,Baltimore,MD
393886830,15,Cherokee,47812,Terre Haute,IN
999782982,7,Kings,74149,Tulsa,OK
935356198,78,Loftsgordon,20580,Washington,DC
961342844,17801,Fulton,11215,Brooklyn,NY
310859681,4,Comanche,11236,Brooklyn,NY
606782446,4,Springview,92196,San Diego,CA
224206011,4497,Elgar,77234,Houston,TX
299566733,150,Marcy,30386,Atlanta,GA
925854060,0,Hintze,47705,Evansville,IN
